City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,egbe,8.2167,5.5167,26.09,16,0,0.93,NG,1706215515
365,bajos de haina,18.4154,-70.0332,31.98,70,75,4.12,DO,1706215516
366,mossel bay,-34.1831,22.146,21.54,75,40,2.48,ZA,1706215516
367,heroica matamoros,25.8833,-97.5,24.45,66,0,5.66,MX,1706215515
368,novoanninskiy,50.5287,42.6747,-6.4,96,100,5.28,RU,1706215516
369,tamanrasset,22.785,5.5228,11.95,17,0,0.0,DZ,1706215516
370,badger,64.8,-147.5333,-31.47,99,20,0.0,US,1706215517
371,sinabang,2.4803,96.3801,26.6,85,37,1.66,ID,1706215517
372,port moresby,-9.4431,147.1797,24.68,94,75,3.6,PG,1706215497
373,ardakan,32.31,54.0175,9.85,42,68,1.31,IR,1706215517
374,shindand,33.3029,62.1474,10.18,53,95,0.5,AF,1706215517
375,dhone,15.4167,77.8833,21.37,71,8,2.89,IN,1706215517
376,calhoun,34.5026,-84.9511,20.99,94,100,4.12,US,1706215518
377,al kharijah,25.4514,30.5464,11.88,52,21,4.1,EG,1706215518
378,mogadishu,2.0371,45.3438,26.44,87,0,7.18,SO,1706215518
379,cabrobo,-8.5142,-39.31,27.24,62,100,4.19,BR,1706215518
380,keflavik,64.0049,-22.5624,0.24,47,75,12.86,IS,1706215518
381,bestobe,52.4994,73.0975,-3.13,96,100,3.66,KZ,1706215276
382,cole harbour,44.6724,-63.4751,2.71,91,100,6.71,CA,1706215519
383,zyryanskoye,56.8306,86.6258,-18.8,95,84,1.43,RU,1706215519
384,port elizabeth,-33.918,25.5701,20.61,85,0,2.57,ZA,1706215425
385,chatillon-sur-seine,47.8585,4.5738,7.7,86,100,2.63,FR,1706215519
386,krasnyy yar,46.5331,48.3456,-3.04,73,100,5.56,RU,1706215520
387,camacupa,-12.0167,17.4833,17.27,94,100,1.23,AO,1706215520
388,port macquarie,-31.4333,152.9167,24.94,73,2,4.54,AU,1706215316
389,druskininkai,54.0167,23.9667,0.48,92,100,6.58,LT,1706215520
390,flying fish cove,-10.4217,105.6791,23.82,94,40,1.03,CX,1706215520
391,aoulef,26.9667,1.0833,16.14,28,0,6.74,DZ,1706215520
392,vuktyl,63.8567,57.3094,-8.27,94,100,4.02,RU,1706215521
393,cockburn town,21.4612,-71.1419,25.5,72,0,8.58,TC,1706215521
394,kandahar,31.6133,65.7101,11.82,47,100,2.73,AF,1706215521
395,khairpur,27.5295,68.7617,9.0,21,31,4.3,PK,1706215521
396,safotu,-13.4513,-172.4018,28.16,84,69,5.74,WS,1706215522
397,vangaindrano,-23.35,47.6,22.04,78,100,3.94,MG,1706215522
398,minas de marcona,-15.2119,-75.1103,23.24,64,58,4.8,PE,1706215522
399,santa elena de uairen,4.6167,-61.1333,28.61,38,88,0.86,VE,1706215522
400,maues,-3.3836,-57.7186,25.04,93,99,0.66,BR,1706215522
401,laojunmiao,39.8333,97.7333,-11.43,27,0,2.24,CN,1706215523
402,dryden,49.7833,-92.7503,-0.84,93,100,2.06,CA,1706215523
403,kill devil hills,36.0307,-75.676,19.01,90,75,5.66,US,1706215398
404,okhotsk,59.3833,143.3,-23.61,77,12,5.77,RU,1706215523
405,yokadouma,3.5167,15.05,22.35,27,5,1.27,CM,1706215523
406,yallahs,17.8748,-76.5624,31.01,67,3,5.2,JM,1706215523
407,freetown,8.484,-13.2299,26.22,83,6,3.49,SL,1706215524
408,angostura,25.3667,-108.1833,26.08,30,0,3.38,MX,1706215524
409,kuta,-8.7233,115.1723,27.48,82,94,4.71,ID,1706215524
410,meadow lake,34.8014,-106.5436,9.98,56,100,1.73,US,1706215524
411,tabas,33.5959,56.9244,11.37,41,77,0.89,IR,1706215524
412,puerto armuelles,8.2833,-82.8667,32.99,64,58,3.58,PA,1706215525
413,astrakhan,46.3497,48.0408,-3.07,73,75,5.0,RU,1706215525
414,tyukhtet,56.5389,89.3011,-19.2,92,81,1.88,RU,1706215525
415,zhangye,38.9342,100.4517,-10.49,47,99,1.8,CN,1706215525
416,homer,59.6425,-151.5483,-6.78,82,0,5.81,US,1706215525
417,stephenville,32.2207,-98.2023,13.44,76,100,0.0,US,1706215525
418,apomu,7.3333,4.1833,27.92,28,2,0.44,NG,1706215526
419,gornesti,46.6713,24.6476,3.66,89,100,6.12,RO,1706215526
420,holyhead,53.3062,-4.6321,11.96,93,100,12.86,GB,1706215526
421,george town,5.4112,100.3354,26.96,90,40,2.57,MY,1706215424
422,mirnyy,62.5353,113.9611,-20.07,97,100,3.63,RU,1706215526
423,ghormach,35.7306,63.7826,3.15,93,95,4.15,AF,1706215526
424,nema,57.5067,50.5011,-14.19,99,100,2.25,RU,1706215527
425,tantou,26.0314,119.5986,7.87,61,100,5.0,CN,1706215527
426,alta,69.9689,23.2717,-11.41,85,0,3.09,NO,1706215527
427,poso,-1.3959,120.7524,24.97,84,100,1.06,ID,1706215527
428,yumbe,3.4651,31.2469,24.62,37,78,2.57,UG,1706215528
429,koluszki,51.7387,19.8199,1.65,73,94,7.88,PL,1706215528
430,mushie,-3.0167,16.9,23.62,94,100,1.89,CD,1706215528
431,callao,-12.0667,-77.15,29.16,58,0,5.14,PE,1706215493
432,machico,32.7,-16.7667,20.07,36,20,2.57,PT,1706215529
433,khiri mat,16.8333,99.8,19.59,71,62,1.96,TH,1706215529
434,afaahiti,-17.75,-149.2833,28.93,88,96,6.62,PF,1706215529
435,kailua-kona,19.6406,-155.9956,27.93,67,0,7.72,US,1706215331
436,acapulco de juarez,16.8634,-99.8901,29.9,70,20,4.12,MX,1706215310
437,saipan,15.2123,145.7545,23.08,88,20,4.12,MP,1706215530
438,upington,-28.4478,21.2561,33.21,12,79,4.12,ZA,1706215530
439,ornskoldsvik,63.2909,18.7153,-15.47,92,0,2.57,SE,1706215530
440,menaka,15.9182,2.4022,20.56,22,3,6.23,ML,1706215530
441,karak city,31.1637,35.762,6.91,82,78,3.05,JO,1706215531
442,divnogorsk,55.9594,92.3619,-10.73,88,74,2.12,RU,1706215531
443,mkushi,-13.6202,29.3939,15.96,96,11,1.92,ZM,1706215531
444,richards bay,-28.783,32.0377,20.42,83,5,3.33,ZA,1706215531
445,terra santa,-2.1042,-56.4869,27.73,75,85,1.47,BR,1706215531
446,sretensk,52.2453,117.7093,-28.73,100,59,0.29,RU,1706215531
447,sandnessjoen,66.0217,12.6316,1.06,80,75,1.03,NO,1706215532
448,ishigaki,24.3448,124.1572,15.07,82,75,4.63,JP,1706215532
449,cruz del eje,-30.7264,-64.8039,31.72,23,0,8.88,AR,1706215532
450,shohimardon,39.9839,71.8028,-2.57,70,55,0.36,UZ,1706215532
451,satsuma,30.8532,-88.0561,21.16,85,100,3.62,US,1706215532
452,vakfikebir,41.0458,39.2764,6.93,66,100,1.73,TR,1706215532
453,kepsut,39.6889,28.1522,4.08,84,71,0.74,TR,1706215533
454,les anglais,18.3054,-74.2197,27.5,71,13,1.07,HT,1706215533
455,juneau,58.3019,-134.4197,3.39,100,100,1.54,US,1706215378
456,nalut,31.8685,10.9812,10.79,47,0,3.46,LY,1706215533
457,zemio,5.0314,25.1361,25.27,34,23,1.43,CF,1706215533
458,guanica,17.9716,-66.908,29.65,59,37,6.32,PR,1706215533
459,nova vicosa,-17.8919,-39.3719,26.24,89,100,4.59,BR,1706215534
460,ancud,-41.8697,-73.8203,18.41,77,94,3.99,CL,1706215534
461,hailar,49.2,119.7,-30.41,100,98,1.29,CN,1706215534
462,kalinkavichy,52.1323,29.3257,0.09,97,100,4.46,BY,1706215536
463,sakaiminato,35.55,133.2333,1.99,93,75,4.12,JP,1706215536
464,el granada,37.5027,-122.4694,18.02,81,20,3.6,US,1706215369
465,marka,1.7159,44.7717,26.3,89,0,7.17,SO,1706215536
466,mount pearl,47.5166,-52.7813,-0.48,93,100,8.23,CA,1706215537
467,netrakona,24.8833,90.7167,14.06,56,39,1.95,BD,1706215537
468,nizhniy kuranakh,58.8353,125.4869,-23.04,97,95,1.03,RU,1706215537
469,maceio,-9.6658,-35.7353,30.69,70,20,7.2,BR,1706215453
470,broome,-17.9667,122.2333,28.97,79,100,4.63,AU,1706215458
471,mangrol,21.1167,70.1167,20.25,45,47,2.7,IN,1706215537
472,magadan,59.5667,150.8,-16.9,77,100,1.5,RU,1706215537
473,ambon,-3.6954,128.1814,26.71,14,98,7.57,ID,1706215382
474,codrington,-38.2667,141.9667,15.69,75,60,6.83,AU,1706215538
475,opuwo,-18.0607,13.84,26.15,38,60,0.56,NA,1706215538
476,darovskoy,58.77,47.9564,-9.47,98,100,1.82,RU,1706215538
477,tikhvin,59.6451,33.5294,-0.44,93,98,2.23,RU,1706215538
478,padang,-0.9492,100.3543,25.14,92,100,2.09,ID,1706215538
479,vila franca do campo,37.7167,-25.4333,18.27,99,100,1.22,PT,1706215539
480,gracemere,-23.4333,150.45,27.95,89,81,2.06,AU,1706215539
481,changling,44.2653,124.0005,-17.91,94,5,2.19,CN,1706215539
482,uva,56.9908,52.1852,-13.28,98,99,1.68,RU,1706215539
483,valparaiso,-33.0393,-71.6273,21.11,81,100,7.72,CL,1706215521
484,parauapebas,-6.0675,-49.9022,26.99,88,75,0.0,BR,1706215540
485,jimenez,28.3333,-105.4,21.27,14,0,3.99,MX,1706215540
486,kyren,51.6828,102.1408,-12.81,68,17,1.79,RU,1706215540
487,ad dabbah,18.05,30.95,16.13,32,100,6.34,SD,1706215540
488,coronel moldes,-33.6227,-64.5971,33.69,24,0,8.2,AR,1706215540
489,maloye ganyushkino,46.6,49.2667,-5.74,74,99,5.72,KZ,1706215541
490,conduaga,8.862,117.4893,24.91,82,12,1.84,PH,1706215541
491,malvan,16.0667,73.4667,21.63,61,6,2.84,IN,1706215541
492,antalaha,-14.9003,50.2788,23.79,94,100,3.06,MG,1706215541
493,rundu,-17.9333,19.7667,23.62,45,98,2.91,NA,1706215541
494,nehe,48.4833,124.8333,-24.14,99,84,2.3,CN,1706215542
495,luwuk,-0.9516,122.7875,25.55,84,100,2.73,ID,1706215542
496,ponta delgada,37.7333,-25.6667,18.44,94,40,6.69,PT,1706215542
497,deogarh,21.5333,84.7333,13.61,56,21,0.94,IN,1706215542
498,selma,36.5708,-119.6121,16.79,88,20,3.09,US,1706215542
499,ceelbuur,4.685,46.6176,25.56,77,13,6.31,SO,1706215542
500,feijo,-8.1642,-70.3536,30.31,65,100,1.08,BR,1706215542
501,bamora,24.0552,78.0909,11.64,39,9,1.84,IN,1706215543
502,hun,29.1268,15.9477,11.89,51,0,2.5,LY,1706215543
503,argenton-sur-creuse,46.59,1.5198,12.19,90,92,3.21,FR,1706215543
504,neustadt an der waldnaab,49.7314,12.1733,3.12,84,86,1.58,DE,1706215543
505,nadym,65.5333,72.5167,-9.73,95,100,3.47,RU,1706215544
506,al bawiti,28.3492,28.8659,11.46,62,4,4.23,EG,1706215544
507,rio do sul,-27.2142,-49.6431,21.33,58,96,2.69,BR,1706215544
508,fort st. john,56.2499,-120.8529,-9.06,92,75,3.6,CA,1706215544
509,mutuali,-14.8706,37.0044,18.65,96,94,1.61,MZ,1706215545
510,abra pampa,-22.7205,-65.697,17.61,46,45,7.77,AR,1706215545
511,saint-joseph,-21.3667,55.6167,23.21,91,100,6.19,RE,1706215545
512,chicholi,21.4667,79.6833,13.31,37,20,1.78,IN,1706215545
513,igarka,67.4667,86.5833,-17.96,94,100,4.54,RU,1706215545
514,christchurch,-43.5333,172.6333,20.79,63,42,8.23,NZ,1706215542
515,wahpeton,46.2652,-96.6059,-0.04,100,100,2.57,US,1706215545
516,le port,-20.9373,55.2919,27.98,87,100,8.66,RE,1706215546
517,oyugis,-0.509,34.7358,18.32,89,86,1.61,KE,1706215546
518,sur,22.5667,59.5289,22.6,61,100,3.37,OM,1706215546
519,tan-tan,28.438,-11.1032,20.12,24,98,4.26,MA,1706215546
520,vernon,50.2581,-119.2691,5.34,91,72,0.51,CA,1706215514
521,kavaratti,10.5669,72.642,25.95,66,6,0.77,IN,1706215547
522,gustavsberg,59.3268,18.3898,-1.68,91,100,3.09,SE,1706215547
